"icao_code","iata_code","name","city","country","latitude","longitude","altitude","timezone","dst","type","source"
"AYGA","GKA","Goroka Airport","Goroka","Papua New Guinea","-6.081689834590001","145.391998291","5282","10","U","airport","OurAirports"
"AYMD","MAG","Madang Airport","Madang","Papua New Guinea","-5.20707988739","145.789001465","20","10","U","airport","OurAirports"
"AYMH","HGU","Mount Hagen Kagamuga Airport","Mount Hagen","Papua New Guinea","-5.826789855957031","144.29600524902344","5388","10","U","airport","OurAirports"
"AYNZ","LAE","Nadzab Airport","Nadzab","Papua New Guinea","-6.569803","146.725977","239","10","U","airport","OurAirports"
"AYPY","POM","Port Moresby Jacksons International Airport","Port Moresby","Papua New Guinea","-9.44338035583496","147.22000122070312","146","10","U","airport","OurAirports"
"AYWK","WWK","Wewak International Airport","Wewak","Papua New Guinea","-3.58383011818","143.669006348","19","10","U","airport","OurAirports"
"BGBW","UAK","Narsarsuaq Airport","Narssarssuaq","Greenland","61.1604995728","-45.4259986877","112","-3","E","airport","OurAirports"
"BGGH","GOH","Godthaab / Nuuk Airport","Godthaab","Greenland","64.19090271","-51.6781005859","283","-3","E","airport","OurAirports"
"BGSF","SFJ","Kangerlussuaq Airport","Sondrestrom","Greenland","67.0122218992","-50.7116031647","165","-3","E","airport","OurAirports"
"BGTL","THU","Thule Air Base","Thule","Greenland","76.5311965942","-68.7032012939","251","-4","E","airport","OurAirports"
"BIAR","AEY","Akureyri Airport","Akureyri","Iceland","65.66000366210938","-18.07270050048828","6","0","N","airport","OurAirports"
"BIEG","EGS","Egilsstaðir Airport","Egilsstadir","Iceland","65.2833023071289","-14.401399612426758","76","0","N","airport","OurAirports"
"BIHN","HFN","Hornafjörður Airport","Hofn","Iceland","64.295601","-15.2272","24","0","N","airport","OurAirports"
"BIHU","HZK","Húsavík Airport","Husavik","Iceland","65.952301","-17.426001","48","0","N","airport","OurAirports"
"BIIS","IFJ","Ísafjörður Airport","Isafjordur","Iceland","66.05809783935547","-23.135299682617188","8","0","N","airport","OurAirports"
"BIKF","KEF","Keflavik International Airport","Keflavik","Iceland","63.985000610352","-22.605600357056","171","0","N","airport","OurAirports"
"BIPA","PFJ","Patreksfjörður Airport","Patreksfjordur","Iceland","65.555801","-23.965","11","0","N","airport","OurAirports"
"BIRK","RKV","Reykjavik Airport","Reykjavik","Iceland","64.1299972534","-21.9405994415","48","0","N","airport","OurAirports"
"BISI","SIJ","Siglufjörður Airport","Siglufjordur","Iceland","66.133301","-18.9167","10","0","N","airport","OurAirports"
"BIVM","VEY","Vestmannaeyjar Airport","Vestmannaeyjar","Iceland","63.42430114746094","-20.27890014648437","326","0","N","airport","OurAirports"
"CYAM","YAM","Sault Ste Marie Airport","Sault Sainte Marie","Canada","46.48500061035156","-84.5093994140625","630","-5","A","airport","OurAirports"
"CYAV","\N","Winnipeg / St. Andrews Airport","Winnipeg","Canada","50.0564002991","-97.0325012207","760","-6","A","airport","OurAirports"
"CYAW","\N","Halifax / CFB Shearwater Heliport","Halifax","Canada","44.639702","-63.499401","144","-4","A","airport","OurAirports"
"CYAY","YAY","St. Anthony Airport","St. Anthony","Canada","51.3918991089","-56.083099365200006","108","-3.5","A","airport","OurAirports"
"CYAZ","YAZ","Tofino / Long Beach Airport","Tofino","Canada","49.079833","-125.775583","80","-8","A","airport","OurAirports"
"CYBB","YBB","Kugaaruk Airport","Pelly Bay","Canada","68.534401","-89.808098","56","-7","A","airport","OurAirports"
"CYBC","YBC","Baie Comeau Airport","Baie Comeau","Canada","49.13249969482422","-68.20439910888672","71","-5","A","airport","OurAirports"
"CYBG","YBG","CFB Bagotville","Bagotville","Canada","48.33060073852539","-70.99639892578125","522","-5","A","airport","OurAirports"
"CYBK","YBK","Baker Lake Airport","Baker Lake","Canada","64.29889678960001","-96.077796936","59","-6","A","airport","OurAirports"
"CYBL","YBL","Campbell River Airport","Campbell River","Canada","49.950801849365234","-125.27100372314452","346","-8","A","airport","OurAirports"
"CYBR","YBR","Brandon Municipal Airport","Brandon","Canada","49.91","-99.951897","1343","-6","A","airport","OurAirports"
"CYCB","YCB","Cambridge Bay Airport","Cambridge Bay","Canada","69.1081008911","-105.138000488","90","-7","A","airport","OurAirports"
"CYCD","YCD","Nanaimo Airport","Nanaimo","Canada","49.0549702249","-123.869862556","92","-8","A","airport","OurAirports"
"CYCG","YCG","Castlegar/West Kootenay Regional Airport","Castlegar","Canada","49.2963981628","-117.632003784","1624","-8","A","airport","OurAirports"
"CYCH","YCH","Miramichi Airport","Chatham","Canada","47.007801","-65.449203","108","-4","A","airport","OurAirports"
"CYCL","YCL","Charlo Airport","Charlo","Canada","47.990799","-66.330299","132","-4","A","airport","OurAirports"
"CYCO","YCO","Kugluktuk Airport","Coppermine","Canada","67.816704","-115.143997","74","-7","A","airport","OurAirports"
"CYCT","YCT","Coronation Airport","Coronation","Canada","52.0750007629","-111.444999695","2595","-7","A","airport","OurAirports"
"CYCW","YCW","Chilliwack Airport","Chilliwack","Canada","49.1528015137","-121.939002991","32","-8","A","airport","OurAirports"
"CYCY","YCY","Clyde River Airport","Clyde River","Canada","70.4860992432","-68.5167007446","87","-5","A","airport","OurAirports"
"CYZS","YZS","Coral Harbour Airport","Coral Harbour","Canada","64.1932983398","-83.3593978882","210","-5","A","airport","OurAirports"
"CYDA","YDA","Dawson City Airport","Dawson","Canada","64.04309844970703","-139.1280059814453","1215","-8","A","airport","OurAirports"
"CYDB","YDB","Burwash Airport","Burwash","Canada","61.37110137939453","-139.04100036621094","2647","-8","A","airport","OurAirports"
"CYDC","\N","Princeton Airport","Princeton","Canada","49.4681015015","-120.511001587","2298","-8","A","airport","OurAirports"
"CYDF","YDF","Deer Lake Airport","Deer Lake","Canada","49.21080017089844","-57.39139938354492","72","-3.5","A","airport","OurAirports"
"CYDL","YDL","Dease Lake Airport","Dease Lake","Canada","58.4221992493","-130.031997681","2600","-8","A","airport","OurAirports"
"CYDN","YDN","Dauphin Barker Airport","Dauphin","Canada","51.10079956054688","-100.052001953125","999","-6","A","airport","OurAirports"
"CYDQ","YDQ","Dawson Creek Airport","Dawson Creek","Canada","55.7422981262207","-120.18299865722656","2148","-7","A","airport","OurAirports"
"CYEG","YEG","Edmonton International Airport","Edmonton","Canada","53.3097000122","-113.580001831","2373","-7","A","airport","OurAirports"
"CYEK","YEK","Arviat Airport","Eskimo Point","Canada","61.0942001343","-94.0708007812","32","-6","A","airport","OurAirports"
"CYEN","YEN","Estevan Airport","Estevan","Canada","49.2103004456","-102.966003418","1905","-6","N","airport","OurAirports"
"CYET","YET","Edson Airport","Edson","Canada","53.5788993835","-116.464996338","3043","-7","A","airport","OurAirports"
"CYEU","YEU","Eureka Airport","Eureka","Canada","79.9946975708","-85.814201355","256","-6","A","airport","OurAirports"
"CYEV","YEV","Inuvik Mike Zubko Airport","Inuvik","Canada","68.30419921880001","-133.483001709","224","-7","A","airport","OurAirports"
"CYFB","YFB","Iqaluit Airport","Iqaluit","Canada","63.756402","-68.555801","110","-5","A","airport","OurAirports"
"CYFC","YFC","Fredericton Airport","Fredericton","Canada","45.868900299072266","-66.53720092773438","68","-4","A","airport","OurAirports"
"CYFE","YFE","Forestville Airport","Forestville","Canada","48.74610137939453","-69.09719848632812","293","-5","A","airport","OurAirports"
"CYFO","YFO","Flin Flon Airport","Flin Flon","Canada","54.6781005859375","-101.68199920654295","997","-6","A","airport","OurAirports"
"CYFR","YFR","Fort Resolution Airport","Fort Resolution","Canada","61.1808013916","-113.690002441","526","-7","A","airport","OurAirports"
"CYFS","YFS","Fort Simpson Airport","Fort Simpson","Canada","61.76020050048828","-121.23699951171876","555","-7","A","airport","OurAirports"
"CYGK","YGK","Kingston Norman Rogers Airport","Kingston","Canada","44.22529983520508","-76.5969009399414","305","-5","A","airport","OurAirports"
"CYGL","YGL","La Grande Rivière Airport","La Grande Riviere","Canada","53.625301361083984","-77.7042007446289","639","-5","A","airport","OurAirports"
"CYGP","YGP","Gaspé (Michel-Pouliot) Airport","Gaspe","Canada","48.7752990723","-64.4785995483","112","-5","A","airport","OurAirports"
"CYGQ","YGQ","Geraldton Greenstone Regional Airport","Geraldton","Canada","49.77830123901367","-86.93939971923828","1144","-5","A","airport","OurAirports"
"CYGR","YGR","Îles-de-la-Madeleine Airport","Iles De La Madeleine","Canada","47.42470169067383","-61.778099060058594","35","-5","A","airport","OurAirports"
"CYHB","YHB","Hudson Bay Airport","Hudson Bay","Canada","52.8166999817","-102.310997009","1175","-6","N","airport","OurAirports"
"CYHD","YHD","Dryden Regional Airport","Dryden","Canada","49.831699","-92.744202","1354","-6","A","airport","OurAirports"
"CYHI","YHI","Ulukhaktok Holman Airport","Holman Island","Canada","70.76280212402344","-117.80599975585938","117","-7","A","airport","OurAirports"
"CYHK","YHK","Gjoa Haven Airport","Gjoa Haven","Canada","68.635597229","-95.8497009277","152","-7","A","airport","OurAirports"
"CYHM","YHM","John C. Munro Hamilton International Airport","Hamilton","Canada","43.1735992432","-79.93499755859999","780","-5","A","airport","OurAirports"
"CYHU","YHU","Montréal / Saint-Hubert Airport","Montreal","Canada","45.5175018311","-73.4169006348","90","-5","A","airport","OurAirports"
"CYHY","YHY","Hay River / Merlyn Carter Airport","Hay River","Canada","60.8396987915","-115.782997131","541","-7","A","airport","OurAirports"
"CYHZ","YHZ","Halifax / Stanfield International Airport","Halifax","Canada","44.8807983398","-63.5085983276","477","-4","A","airport","OurAirports"
"CYIB","YIB","Atikokan Municipal Airport","Atikokan","Canada","48.7738990784","-91.6386032104","1408","-5","A","airport","OurAirports"
"CYIO","YIO","Pond Inlet Airport","Pond Inlet","Canada","72.6832962036","-77.9666976929","181","-5","A","airport","OurAirports"
"CYJN","YJN","St Jean Airport","St. Jean","Canada","45.29439926147461","-73.28109741210938","136","-5","A","airport","OurAirports"
"CYJT","YJT","Stephenville Airport","Stephenville","Canada","48.5442008972168","-58.54999923706055","84","-3.5","A","airport","OurAirports"
"CYKA","YKA","Kamloops Airport","Kamloops","Canada","50.7022018433","-120.444000244","1133","-8","A","airport","OurAirports"
"CYKF","YKF","Waterloo Airport","Waterloo","Canada","43.4608001709","-80.3786010742","1055","-5","A","airport","OurAirports"
"CYKL","YKL","Schefferville Airport","Schefferville","Canada","54.805301666259766","-66.8052978515625","1709","-5","A","airport","OurAirports"
"CYKY","YKY","Kindersley Airport","Kindersley","Canada","51.5175018311","-109.180999756","2277","-6","N","airport","OurAirports"
"CYKZ","YKZ","Buttonville Municipal Airport","Toronto","Canada","43.86220169067383","-79.37000274658203","650","-5","A","airport","OurAirports"
"CYLD","YLD","Chapleau Airport","Chapleau","Canada","47.81999969482422","-83.3467025756836","1470","-5","A","airport","OurAirports"
"CYLJ","YLJ","Meadow Lake Airport","Meadow Lake","Canada","54.125301361083984","-108.52300262451172","1576","-6","N","airport","OurAirports"
"CYLL","YLL","Lloydminster Airport","Lloydminster","Canada","53.309200286865234","-110.072998046875","2193","-7","A","airport","OurAirports"
"CYLT","YLT","Alert Airport","Alert","Canada","82.51779937740001","-62.2806015015","100","-5","A","airport","OurAirports"
"CYLW","YLW","Kelowna International Airport","Kelowna","Canada","49.9561004639","-119.377998352","1421","-8","A","airport","OurAirports"
"CYMA","YMA","Mayo Airport","Mayo","Canada","63.61640167236328","-135.8679962158203","1653","-8","A","airport","OurAirports"
"CYMJ","YMJ","Moose Jaw Air Vice Marshal C. M. McEwen Airport","Moose Jaw","Canada","50.330299377441406","-105.55899810791016","1892","-6","N","airport","OurAirports"
"CYMM","YMM","Fort McMurray Airport","Fort Mcmurray","Canada","56.653301239","-111.222000122","1211","-7","A","airport","OurAirports"
"CYMO","YMO","Moosonee Airport","Moosonee","Canada","51.29109954833984","-80.60780334472656","30","-5","A","airport","OurAirports"
"CYMW","YMW","Maniwaki Airport","Maniwaki","Canada","46.2728004456","-75.9906005859","656","-5","A","airport","OurAirports"
"CYMX","YMX","Montreal International (Mirabel) Airport","Montreal","Canada","45.679501","-74.038696","270","-5","A","airport","OurAirports"
"CYNA","YNA","Natashquan Airport","Natashquan","Canada","50.18999862670898","-61.78919982910156","39","-5","A","airport","OurAirports"
"CYND","YND","Ottawa / Gatineau Airport","Gatineau","Canada","45.5217018127","-75.5635986328","211","-5","A","airport","OurAirports"
"CYNM","YNM","Matagami Airport","Matagami","Canada","49.76169967651367","-77.80280303955078","918","-5","A","airport","OurAirports"
"CYOC","YOC","Old Crow Airport","Old Crow","Canada","67.57060241699219","-139.83900451660156","824","-8","A","airport","OurAirports"
"CYOD","YOD","CFB Cold Lake","Cold Lake","Canada","54.40499877929688","-110.27899932861328","1775","-7","A","airport","OurAirports"
"CYOJ","YOJ","High Level Airport","High Level","Canada","58.62139892578125","-117.16500091552734","1110","-7","A","airport","OurAirports"
"CYOW","YOW","Ottawa Macdonald-Cartier International Airport","Ottawa","Canada","45.3224983215332","-75.66919708251953","374","-5","A","airport","OurAirports"
"CYPA","YPA","Prince Albert Glass Field","Prince Albert","Canada","53.2141990662","-105.672996521","1405","-6","N","airport","OurAirports"
"CYPE","YPE","Peace River Airport","Peace River","Canada","56.226898","-117.446999","1873","-7","A","airport","OurAirports"
"CYPG","YPG","Southport Airport","Portage-la-prairie","Canada","49.903099","-98.273817","885","-6","A","airport","OurAirports"
"CYPK","\N","Pitt Meadows Airport","Pitt Meadows","Canada","49.21609878540039","-122.70999908447266","11","-8","A","airport","OurAirports"
"CYPL","YPL","Pickle Lake Airport","Pickle Lake","Canada","51.4463996887207","-90.21420288085938","1267","-5","A","airport","OurAirports"
"CYPN","YPN","Port Menier Airport","Port Menier","Canada","49.83639907836914","-64.2885971069336","167","-5","A","airport","OurAirports"
"CYPQ","YPQ","Peterborough Airport","Peterborough","Canada","44.22999954223633","-78.36329650878906","628","-5","A","airport","OurAirports"
"CYPR","YPR","Prince Rupert Airport","Prince Pupert","Canada","54.2860984802","-130.445007324","116","-8","A","airport","OurAirports"
"CYPY","YPY","Fort Chipewyan Airport","Fort Chipewyan","Canada","58.7672004699707","-111.11699676513672","761","-7","A","airport","OurAirports"
"CYQA","YQA","Muskoka Airport","Muskoka","Canada","44.974700927734375","-79.30329895019531","925","-5","A","airport","OurAirports"
"CYQB","YQB","Quebec Jean Lesage International Airport","Quebec","Canada","46.7911","-71.393303","244","-5","A","airport","OurAirports"
"CYQF","YQF","Red Deer Regional Airport","Red Deer Industrial","Canada","52.18220138549805","-113.8939971923828","2968","-7","A","airport","OurAirports"
"CYQG","YQG","Windsor Airport","Windsor","Canada","42.27560043334961","-82.95559692382812","622","-5","A","airport","OurAirports"
"CYQH","YQH","Watson Lake Airport","Watson Lake","Canada","60.11640167236328","-128.82200622558594","2255","-8","A","airport","OurAirports"
"CYQK","YQK","Kenora Airport","Kenora","Canada","49.78829956054688","-94.36309814453124","1332","-6","A","airport","OurAirports"
"CYQL","YQL","Lethbridge County Airport","Lethbridge","Canada","49.6302986145","-112.800003052","3048","-7","A","airport","OurAirports"
"CYQM","YQM","Greater Moncton International Airport","Moncton","Canada","46.11220169067383","-64.67859649658203","232","-4","A","airport","OurAirports"
"CYQQ","YQQ","Comox Airport","Comox","Canada","49.71080017089844","-124.88700103759766","84","-8","A","airport","OurAirports"
"CYQR","YQR","Regina International Airport","Regina","Canada","50.43190002441406","-104.66600036621094","1894","-6","N","airport","OurAirports"
"CYQT","YQT","Thunder Bay Airport","Thunder Bay","Canada","48.37189865112305","-89.32389831542969","653","-5","A","airport","OurAirports"
"CYQU","YQU","Grande Prairie Airport","Grande Prairie","Canada","55.1796989441","-118.885002136","2195","-7","A","airport","OurAirports"
"CYQV","YQV","Yorkton Municipal Airport","Yorkton","Canada","51.26470184326172","-102.46199798583984","1635","-6","N","airport","OurAirports"
"CYQW","YQW","North Battleford Airport","North Battleford","Canada","52.76919937133789","-108.24400329589844","1799","-6","N","airport","OurAirports"
"CYQX","YQX","Gander International Airport","Gander","Canada","48.9369010925293","-54.56809997558594","496","-3.5","A","airport","OurAirports"
"CYQY","YQY","Sydney / J.A. Douglas McCurdy Airport","Sydney","Canada","46.1614","-60.047798","203","-4","A","airport","OurAirports"
"CYQZ","YQZ","Quesnel Airport","Quesnel","Canada","53.026100158691406","-122.51000213623048","1789","-8","A","airport","OurAirports"
"CYRB","YRB","Resolute Bay Airport","Resolute","Canada","74.7169036865","-94.9693984985","215","-6","A","airport","OurAirports"
"CYRI","YRI","Rivière-du-Loup Airport","Riviere Du Loup","Canada","47.76440048217773","-69.58470153808594","427","-5","A","airport","OurAirports"
"CYRJ","YRJ","Roberval Airport","Roberval","Canada","48.52000045776367","-72.2656021118164","586","-5","A","airport","OurAirports"
"CYRM","YRM","Rocky Mountain House Airport","Rocky Mountain House","Canada","52.4296989441","-114.903999329","3244","-7","A","airport","OurAirports"
"CYRT","YRT","Rankin Inlet Airport","Rankin Inlet","Canada","62.8114013672","-92.1157989502","94","-6","A","airport","OurAirports"
"CYSB","YSB","Sudbury Airport","Sudbury","Canada","46.625","-80.79889678955078","1141","-5","A","airport","OurAirports"
"CYSC","YSC","Sherbrooke Airport","Sherbrooke","Canada","45.4385986328125","-71.69139862060547","792","-5","A","airport","OurAirports"
"CYSJ","YSJ","Saint John Airport","St. John","Canada","45.31610107421875","-65.89029693603516","357","-4","A","airport","OurAirports"
"CYSM","YSM","Fort Smith Airport","Fort Smith","Canada","60.020301818847656","-111.96199798583984","671","-7","A","airport","OurAirports"
"CYSR","YSR","Nanisivik Airport","Nanisivik","Canada","72.982201","-84.613602","2106","-5","A","airport","OurAirports"
"CYSU","YSU","Summerside Airport","Summerside","Canada","46.44060134887695","-63.83359909057617","56","-4","A","airport","OurAirports"
"CYSY","YSY","Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport","Sachs Harbour","Canada","71.9938964844","-125.242996216","282","-7","A","airport","OurAirports"
"CYTE","YTE","Cape Dorset Airport","Cape Dorset","Canada","64.2300033569","-76.5267028809","164","-5","A","airport","OurAirports"
"CYTH","YTH","Thompson Airport","Thompson","Canada","55.80110168457031","-97.86419677734376","729","-6","A","airport","OurAirports"
"CYTR","YTR","CFB Trenton","Trenton","Canada","44.118900299072266","-77.5280990600586","283","-5","A","airport","OurAirports"
"CYTS","YTS","Timmins/Victor M. Power","Timmins","Canada","48.5696983337","-81.376701355","967","-5","A","airport","OurAirports"
"CYTZ","YTZ","Billy Bishop Toronto City Centre Airport","Toronto","Canada","43.627499","-79.396202","252","-5","A","airport","OurAirports"
"CYUB","YUB","Tuktoyaktuk Airport","Tuktoyaktuk","Canada","69.43329620361328","-133.0260009765625","15","-7","A","airport","OurAirports"
"CYUL","YUL","Montreal / Pierre Elliott Trudeau International Airport","Montreal","Canada","45.4706001282","-73.7407989502","118","-5","A","airport","OurAirports"
"CYUT","YUT","Repulse Bay Airport","Repulse Bay","Canada","66.5214004517","-86.22470092770001","80","-6","A","airport","OurAirports"
"CYUX","YUX","Hall Beach Airport","Hall Beach","Canada","68.77610015869999","-81.2425","30","-5","A","airport","OurAirports"
"CYUY","YUY","Rouyn Noranda Airport","Rouyn","Canada","48.20610046386719","-78.83560180664062","988","-5","A","airport","OurAirports"
"CYVC","YVC","La Ronge Airport","La Ronge","Canada","55.1514015198","-105.262001038","1242","-6","N","airport","OurAirports"
"CYVG","YVG","Vermilion Airport","Vermillion","Canada","53.3558006287","-110.823997498","2025","-7","A","airport","OurAirports"
"CYVM","YVM","Qikiqtarjuaq Airport","Broughton Island","Canada","67.5457992554","-64.03140258789999","21","-5","A","airport","OurAirports"
"CYVO","YVO","Val-d'Or Airport","Val D'or","Canada","48.0532989502","-77.7827987671","1107","-5","A","airport","OurAirports"
"CYVP","YVP","Kuujjuaq Airport","Quujjuaq","Canada","58.096099853515625","-68.4269027709961","129","-5","A","airport","OurAirports"
"CYVQ","YVQ","Norman Wells Airport","Norman Wells","Canada","65.28160095214844","-126.7979965209961","238","-7","A","airport","OurAirports"
"CYVR","YVR","Vancouver International Airport","Vancouver","Canada","49.193901062","-123.183998108","14","-8","A","airport","OurAirports"
"CYVT","YVT","Buffalo Narrows Airport","Buffalo Narrows","Canada","55.8418998718","-108.417999268","1423","-6","N","airport","OurAirports"
"CYVV","YVV","Wiarton Airport","Wiarton","Canada","44.7458","-81.107201","729","-5","A","airport","OurAirports"
"CYWA","YWA","Petawawa Airport","Petawawa","Canada","45.95220184326172","-77.31919860839844","427","-5","A","airport","OurAirports"
"CYWG","YWG","Winnipeg / James Armstrong Richardson International Airport","Winnipeg","Canada","49.9099998474","-97.2398986816","783","-6","A","airport","OurAirports"
"CYWK","YWK","Wabush Airport","Wabush","Canada","52.92190170288086","-66.8644027709961","1808","-4","A","airport","OurAirports"
"CYWL","YWL","Williams Lake Airport","Williams Lake","Canada","52.1831016541","-122.054000854","3085","-8","A","airport","OurAirports"
"CYWY","YWY","Wrigley Airport","Wrigley","Canada","63.20940017700195","-123.43699645996094","489","-7","A","airport","OurAirports"
"CYXC","YXC","Cranbrook/Canadian Rockies International Airport","Cranbrook","Canada","49.610801696777","-115.78199768066","3082","-7","A","airport","OurAirports"
"CYXD","YXD","Edmonton City Centre (Blatchford Field) Airport","Edmonton","Canada","53.5724983215","-113.521003723","2202","-7","A","airport","OurAirports"
"CYXE","YXE","Saskatoon John G. Diefenbaker International Airport","Saskatoon","Canada","52.17079925537109","-106.6999969482422","1653","-6","N","airport","OurAirports"
"CYXH","YXH","Medicine Hat Airport","Medicine Hat","Canada","50.01890182495117","-110.72100067138672","2352","-7","A","airport","OurAirports"
"CYXJ","YXJ","Fort St John Airport","Fort Saint John","Canada","56.23809814453125","-120.73999786376952","2280","-7","A","airport","OurAirports"
"CYXL","YXL","Sioux Lookout Airport","Sioux Lookout","Canada","50.11389923095703","-91.9052963256836","1258","-6","A","airport","OurAirports"
"CYXP","YXP","Pangnirtung Airport","Pangnirtung","Canada","66.1449966431","-65.71360015869999","75","-5","A","airport","OurAirports"
"CYXR","YXR","Earlton (Timiskaming Regional) Airport","Earlton","Canada","47.6974006546","-79.8473453522","800","-5","A","airport","OurAirports"
"CYXS","YXS","Prince George Airport","Prince George","Canada","53.8894004822","-122.679000854","2267","-8","A","airport","OurAirports"
"CYXT","YXT","Northwest Regional Airport Terrace-Kitimat","Terrace","Canada","54.468498","-128.576009","713","-8","A","airport","OurAirports"
"CYXU","YXU","London Airport","London","Canada","43.035599","-81.1539","912","-5","A","airport","OurAirports"
"CYXX","YXX","Abbotsford Airport","Abbotsford","Canada","49.025299072265625","-122.36100006103516","195","-8","A","airport","OurAirports"
"CYXY","YXY","Whitehorse / Erik Nielsen International Airport","Whitehorse","Canada","60.7095985413","-135.067001343","2317","-8","A","airport","OurAirports"
"CYYB","YYB","North Bay Jack Garland Airport","North Bay","Canada","46.363602","-79.422798","1215","-5","A","airport","OurAirports"
"CYYC","YYC","Calgary International Airport","Calgary","Canada","51.113899231","-114.019996643","3557","-7","A","airport","OurAirports"
"CYYD","YYD","Smithers Airport","Smithers","Canada","54.82469940185547","-127.18299865722656","1712","-8","A","airport","OurAirports"
"CYYE","YYE","Fort Nelson Airport","Fort Nelson","Canada","58.8363990784","-122.597000122","1253","-8","A","airport","OurAirports"
"CYYF","YYF","Penticton Airport","Penticton","Canada","49.46310043334961","-119.60199737548828","1129","-8","A","airport","OurAirports"
"CYYG","YYG","Charlottetown Airport","Charlottetown","Canada","46.290000915527344","-63.12110137939453","160","-4","A","airport","OurAirports"
"CYYH","YYH","Taloyoak Airport","Spence Bay","Canada","69.5466995239","-93.5766983032","92","-7","A","airport","OurAirports"
"CYYJ","YYJ","Victoria International Airport","Victoria","Canada","48.646900177","-123.426002502","63","-8","A","airport","OurAirports"
"CYYL","YYL","Lynn Lake Airport","Lynn Lake","Canada","56.86389923095703","-101.07599639892578","1170","-6","A","airport","OurAirports"
"CYYN","YYN","Swift Current Airport","Swift Current","Canada","50.2919006348","-107.691001892","2680","-6","N","airport","OurAirports"
"CYYQ","YYQ","Churchill Airport","Churchill","Canada","58.739200592041016","-94.06500244140624","94","-6","A","airport","OurAirports"
"CYYR","YYR","Goose Bay Airport","Goose Bay","Canada","53.3191986084","-60.4258003235","160","-4","A","airport","OurAirports"
"CYYT","YYT","St. John's International Airport","St. John's","Canada","47.618598938","-52.7518997192","461","-3.5","A","airport","OurAirports"
"CYYU","YYU","Kapuskasing Airport","Kapuskasing","Canada","49.41389846801758","-82.46749877929688","743","-5","A","airport","OurAirports"
"CYYW","YYW","Armstrong Airport","Armstrong","Canada","50.29029846191406","-88.90969848632812","1058","-5","A","airport","OurAirports"
"CYYY","YYY","Mont Joli Airport","Mont Joli","Canada","48.60860061645508","-68.20809936523438","172","-5","A","airport","OurAirports"
"CYYZ","YYZ","Lester B. Pearson International Airport","Toronto","Canada","43.6772003174","-79.63059997559999","569","-5","A","airport","OurAirports"
"CYZD","YZD","Downsview Airport","Toronto","Canada","43.74250030517578","-79.4655990600586","652","-5","A","airport","OurAirports"
"CYZE","YZE","Gore Bay Manitoulin Airport","Gore Bay","Canada","45.88529968261719","-82.56780242919922","635","-5","A","airport","OurAirports"
"CYZF","YZF","Yellowknife Airport","Yellowknife","Canada","62.462799072265625","-114.44000244140624","675","-7","A","airport","OurAirports"
"CYZH","YZH","Slave Lake Airport","Slave Lake","Canada","55.2930984497","-114.777000427","1912","-7","A","airport","OurAirports"
"CYZP","YZP","Sandspit Airport","Sandspit","Canada","53.25429916379999","-131.813995361","21","-8","A","airport","OurAirports"
"CYZR","YZR","Chris Hadfield Airport","Sarnia","Canada","42.9994010925293","-82.30889892578125","594","-5","A","airport","OurAirports"
"CYZT","YZT","Port Hardy Airport","Port Hardy","Canada","50.68059921264648","-127.36699676513672","71","-8","A","airport","OurAirports"
"CYZU","YZU","Whitecourt Airport","Whitecourt","Canada","54.14390182495117","-115.78700256347656","2567","-7","A","airport","OurAirports"
"CYZV","YZV","Sept-Îles Airport","Sept-iles","Canada","50.22330093383789","-66.2656021118164","180","-5","A","airport","OurAirports"
"CYZW","YZW","Teslin Airport","Teslin","Canada","60.17279815673828","-132.7429962158203","2313","-8","A","airport","OurAirports"
"CYZX","YZX","CFB Greenwood","Greenwood","Canada","44.98440170288086","-64.91690063476562","92","-4","A","airport","OurAirports"
"CZFA","ZFA","Faro Airport","Faro","Canada","62.20750045776367","-133.37600708007812","2351","-8","A","airport","OurAirports"
"CZFM","ZFM","Fort Mcpherson Airport","Fort Mcpherson","Canada","67.40750122070312","-134.86099243164062","116","-7","A","airport","OurAirports"
"DAAB","QLD","Blida Airport","Blida","Algeria","36.50360107421875","2.814169883728028","535","1","N","airport","OurAirports"
"DAAD","BUJ","Bou Saada Airport","Bou Saada","Algeria","35.33250045776367","4.206389904022217","1506","1","N","airport","OurAirports"
"DAAE","BJA","Soummam Airport","Bejaja","Algeria","36.7120018005","5.0699200630200005","20","1","N","airport","OurAirports"
"DAAG","ALG","Houari Boumediene Airport","Algier","Algeria","36.69100189208984","3.215409994125366","82","1","N","airport","OurAirports"
"DAAJ","DJG","Djanet Inedbirene Airport","Djanet","Algeria","24.292801","9.45244","3176","1","N","airport","OurAirports"
"DAAK","\N","Boufarik Airport","Boufarik","Algeria","36.545799","2.87611","335","1","N","airport","OurAirports"
"DAAN","\N","Reggane Airport","Reggan","Algeria","26.7101","0.285647","955","1","N","airport","OurAirports"
"DAAP","VVZ","Illizi Takhamalt Airport","Illizi","Algeria","26.7234992981","8.62265014648","1778","1","N","airport","OurAirports"
"DAAQ","\N","Ain Oussera Airport","Ain Oussera","Algeria","35.52539825439453","2.8787100315093994","2132","1","N","airport","OurAirports"
"DAAT","TMR","Aguenar – Hadj Bey Akhamok Airport","Tamanrasset","Algeria","22.8115005493","5.45107984543","4518","1","N","airport","OurAirports"
