"icao_code","iata_code","name","city","country","latitude","longitude","altitude","timezone","dst","type","source"
"MHTJ","TJI","Trujillo Airport","Trujillo","Honduras","15.9268","-85.938202","3","-6","U","airport","OurAirports"
"MKBS","OCJ","Boscobel Aerodrome","Ocho Rios","Jamaica","18.404199600219727","-76.96900177001953","90","-5","U","airport","OurAirports"
"MKJP","KIN","Norman Manley International Airport","Kingston","Jamaica","17.935699462890625","-76.7874984741211","10","-5","U","airport","OurAirports"
"MKJS","MBJ","Sangster International Airport","Montego Bay","Jamaica","18.503700256347656","-77.91339874267578","4","-5","U","airport","OurAirports"
"MKKJ","POT","Ken Jones Airport","Port Antonio","Jamaica","18.1987991333","-76.53450012210001","20","-5","U","airport","OurAirports"
"MKTP","KTP","Tinson Pen Airport","Kingston","Jamaica","17.98859977722168","-76.82379913330078","16","-5","U","airport","OurAirports"
"MMAA","ACA","General Juan N Alvarez International Airport","Acapulco","Mexico","16.757099151611328","-99.75399780273438","16","-6","S","airport","OurAirports"
"MMAN","NTR","Del Norte International Airport","Monterrey","Mexico","25.865601","-100.237","1476","-6","S","airport","OurAirports"
"MMAS","AGU","Jesús Terán Paredo International Airport","Aguascalientes","Mexico","21.705601","-102.318001","6112","-6","S","airport","OurAirports"
"MMBT","HUX","Bahías de Huatulco International Airport","Huatulco","Mexico","15.7753","-96.262604","464","-6","S","airport","OurAirports"
"MMCB","CVJ","General Mariano Matamoros Airport","Cuernavaca","Mexico","18.834800720214844","-99.26129913330078","4277","-6","S","airport","OurAirports"
"MMCC","ACN","Ciudad Acuña New International Airport","Ciudad Acuna","Mexico","29.332899","-101.098998","1410","-6","S","airport","OurAirports"
"MMCE","CME","Ciudad del Carmen International Airport","Ciudad Del Carmen","Mexico","18.65369987487793","-91.79900360107422","10","-6","S","airport","OurAirports"
"MMCG","NCG","Nuevo Casas Grandes Airport","Nuevo Casas Grandes","Mexico","30.3974","-107.875","4850","-7","S","airport","OurAirports"
"MMCH","\N","Chilpancingo Airport","Chilpancingo","Mexico","17.574239","-99.515424","4199","-6","S","airport","OurAirports"
"MMCL","CUL","Bachigualato Federal International Airport","Culiacan","Mexico","24.7644996643","-107.474998474","108","-7","S","airport","OurAirports"
"MMCM","CTM","Chetumal International Airport","Chetumal","Mexico","18.50469970703125","-88.32679748535156","39","-5","S","airport","OurAirports"
"MMCN","CEN","Ciudad Obregón International Airport","Ciudad Obregon","Mexico","27.39259910583496","-109.83300018310548","243","-7","S","airport","OurAirports"
"MMCP","CPE","Ingeniero Alberto Acuña Ongay International Airport","Campeche","Mexico","19.816799163800003","-90.5002975464","34","-6","S","airport","OurAirports"
"MMCS","CJS","Abraham González International Airport","Ciudad Juarez","Mexico","31.63610076904297","-106.4290008544922","3904","-7","S","airport","OurAirports"
"MMCU","CUU","General Roberto Fierro Villalobos International Airport","Chihuahua","Mexico","28.702899932900003","-105.964996338","4462","-7","S","airport","OurAirports"
"MMCV","CVM","General Pedro Jose Mendez International Airport","Ciudad Victoria","Mexico","23.7033004761","-98.9564971924","761","-6","S","airport","OurAirports"
"MMCZ","CZM","Cozumel International Airport","Cozumel","Mexico","20.52239990234375","-86.92559814453125","15","-5","S","airport","OurAirports"
"MMDO","DGO","General Guadalupe Victoria International Airport","Durango","Mexico","24.1242008209","-104.527999878","6104","-6","S","airport","OurAirports"
"MMEP","TPQ","Amado Nervo National Airport","Tepic","Mexico","21.4195","-104.843002","3020","-7","S","airport","OurAirports"
"MMES","ESE","Ensenada International Airport","Ensenada","Mexico","31.7953","-116.602997","66","-8","S","airport","OurAirports"
"MMGL","GDL","Don Miguel Hidalgo Y Costilla International Airport","Guadalajara","Mexico","20.52179908752441","-103.31099700927734","5016","-6","S","airport","OurAirports"
"MMGM","GYM","General José María Yáñez International Airport","Guaymas","Mexico","27.9689998626709","-110.9250030517578","59","-7","S","airport","OurAirports"
"MMHC","TCN","Tehuacan Airport","Tehuacan","Mexico","18.49720001220703","-97.4198989868164","5509","-6","S","airport","OurAirports"
"MMHO","HMO","General Ignacio P. Garcia International Airport","Hermosillo","Mexico","29.095899581900003","-111.047996521","627","-7","S","airport","OurAirports"
"MMIA","CLQ","Licenciado Miguel de la Madrid Airport","Colima","Mexico","19.277","-103.577002","2467","-6","S","airport","OurAirports"
"MMIM","ISJ","Isla Mujeres Airport","Isla Mujeres","Mexico","21.2450008392334","-86.73999786376953","7","-5","S","airport","OurAirports"
"MMIO","SLW","Plan De Guadalupe International Airport","Saltillo","Mexico","25.54949951171875","-100.9290008544922","4778","-6","S","airport","OurAirports"
"MMIT","IZT","Ixtepec Airport","Iztepec","Mexico","16.449301","-95.093697","164","-6","S","airport","OurAirports"
"MMLC","LZC","Lázaro Cárdenas Airport","Lazard Cardenas","Mexico","18.0016994476","-102.221000671","39","-6","S","airport","OurAirports"
"MMLM","LMM","Valle del Fuerte International Airport","Los Mochis","Mexico","25.6851997375","-109.081001282","16","-7","S","airport","OurAirports"
"MMLO","BJX","Del Bajío International Airport","Del Bajio","Mexico","20.9935","-101.481003","5956","-6","S","airport","OurAirports"
"MMLP","LAP","Manuel Márquez de León International Airport","La Paz","Mexico","24.0727005005","-110.361999512","69","-7","S","airport","OurAirports"
"MMLT","LTO","Loreto International Airport","Loreto","Mexico","25.989200592041016","-111.3479995727539","34","-7","S","airport","OurAirports"
"MMMA","MAM","General Servando Canales International Airport","Matamoros","Mexico","25.7698993683","-97.5252990723","25","-6","S","airport","OurAirports"
"MMMD","MID","Licenciado Manuel Crescencio Rejon Int Airport","Merida","Mexico","20.9370002747","-89.657699585","38","-6","S","airport","OurAirports"
"MMML","MXL","General Rodolfo Sánchez Taboada International Airport","Mexicali","Mexico","32.6306","-115.241997","74","-8","S","airport","OurAirports"
"MMMM","MLM","General Francisco J. Mujica International Airport","Morelia","Mexico","19.849899292","-101.025001526","6033","-6","S","airport","OurAirports"
"MMMT","MTT","Minatitlán/Coatzacoalcos National Airport","Minatitlan","Mexico","18.1033992767","-94.5807037354","36","-6","S","airport","OurAirports"
"MMMV","LOV","Monclova International Airport","Monclova","Mexico","26.9557","-101.470001","1864","-6","S","airport","OurAirports"
"MMMX","MEX","Licenciado Benito Juarez International Airport","Mexico City","Mexico","19.4363","-99.072098","7316","-6","S","airport","OurAirports"
"MMMY","MTY","General Mariano Escobedo International Airport","Monterrey","Mexico","25.7784996033","-100.107002258","1278","-6","S","airport","OurAirports"
"MMMZ","MZT","General Rafael Buelna International Airport","Mazatlan","Mexico","23.1613998413","-106.26599884","38","-7","S","airport","OurAirports"
"MMNG","NOG","Nogales International Airport","Nogales","Mexico","31.22610092163086","-110.97599792480467","3990","-7","S","airport","OurAirports"
"MMNL","NLD","Quetzalcóatl International Airport","Nuevo Laredo","Mexico","27.4438991547","-99.5705032349","484","-6","S","airport","OurAirports"
"MMOX","OAX","Xoxocotlán International Airport","Oaxaca","Mexico","16.9999008179","-96.726600647","4989","-6","S","airport","OurAirports"
"MMPA","PAZ","El Tajín National Airport","Poza Rico","Mexico","20.6026992798","-97.4608001709","497","-6","S","airport","OurAirports"
"MMPB","PBC","Hermanos Serdán International Airport","Puebla","Mexico","19.1581001282","-98.3713989258","7361","-6","S","airport","OurAirports"
"MMPC","\N","Ingeniero Juan Guillermo Villasana Airport","Pachuca","Mexico","20.0774","-98.782501","7600","-6","S","airport","OurAirports"
"MMPE","PPE","Mar de Cortés International Airport","Punta Penasco","Mexico","31.351987","-113.305177","71","-7","S","airport","OurAirports"
"MMPG","PDS","Piedras Negras International Airport","Piedras Negras","Mexico","28.627399","-100.535004","901","-6","S","airport","OurAirports"
"MMPN","UPN","Licenciado y General Ignacio Lopez Rayon Airport","Uruapan","Mexico","19.396699905395508","-102.03900146484376","5258","-6","S","airport","OurAirports"
"MMPR","PVR","Licenciado Gustavo Díaz Ordaz International Airport","Puerto Vallarta","Mexico","20.680099487304688","-105.25399780273438","23","-6","S","airport","OurAirports"
"MMPS","PXM","Puerto Escondido International Airport","Puerto Escondido","Mexico","15.8769","-97.089103","294","-6","S","airport","OurAirports"
"MMQT","QRO","Querétaro Intercontinental Airport","Queretaro","Mexico","20.6173","-100.185997","6296","-6","S","airport","OurAirports"
"MMRX","REX","General Lucio Blanco International Airport","Reynosa","Mexico","26.0089","-98.2285","139","-6","S","airport","OurAirports"
"MMSD","SJD","Los Cabos International Airport","San Jose Del Cabo","Mexico","23.15180015563965","-109.72100067138672","374","-7","S","airport","OurAirports"
"MMSF","SFH","San Felipe International Airport","San Filipe","Mexico","30.930200576782","-114.80899810791","148","-8","S","airport","OurAirports"
"MMSP","SLP","Ponciano Arriaga International Airport","San Luis Potosi","Mexico","22.254299163800003","-100.930999756","6035","-6","S","airport","OurAirports"
"MMTA","\N","Tlaxcala Airport","Tlaxcala","Mexico","19.537992","-98.173492","8229","-6","S","airport","OurAirports"
"MMTB","\N","Terán Air Base","Tuxtla Gutierrez","Mexico","16.739901","-93.173301","1909","-6","S","airport","OurAirports"
"MMTC","TRC","Francisco Sarabia International Airport","Torreon","Mexico","25.5683002472","-103.411003113","3688","-6","S","airport","OurAirports"
"MMTG","TGZ","Angel Albino Corzo International Airport","Tuxtla Gutierrez","Mexico","16.5636005402","-93.0224990845","1499","-6","S","airport","OurAirports"
"MMTJ","TIJ","General Abelardo L. Rodríguez International Airport","Tijuana","Mexico","32.541099548339844","-116.97000122070312","489","-8","S","airport","OurAirports"
"MMTM","TAM","General Francisco Javier Mina International Airport","Tampico","Mexico","22.2964000702","-97.8658981323","80","-6","S","airport","OurAirports"
"MMTN","TSL","Tamuin Airport","Tamuin","Mexico","22.0383","-98.806502","164","-6","S","airport","OurAirports"
"MMTO","TLC","Licenciado Adolfo Lopez Mateos International Airport","Toluca","Mexico","19.3370990753","-99.56600189210002","8466","-6","S","airport","OurAirports"
"MMTP","TAP","Tapachula International Airport","Tapachula","Mexico","14.7943000793","-92.3700027466","97","-6","S","airport","OurAirports"
"MMUN","CUN","Cancún International Airport","Cancun","Mexico","21.036500930800003","-86.8770980835","22","-5","S","airport","OurAirports"
"MMVA","VSA","Carlos Rovirosa Pérez International Airport","Villahermosa","Mexico","17.996999740600586","-92.81739807128906","46","-6","S","airport","OurAirports"
"MMVR","VER","General Heriberto Jara International Airport","Vera Cruz","Mexico","19.1459007263","-96.1873016357","90","-6","S","airport","OurAirports"
"MMZC","ZCL","General Leobardo C. Ruiz International Airport","Zacatecas","Mexico","22.8971004486","-102.68699646","7141","-6","S","airport","OurAirports"
"MMZH","ZIH","Ixtapa Zihuatanejo International Airport","Zihuatanejo","Mexico","17.601600647","-101.460998535","26","-6","S","airport","OurAirports"
"MMZM","ZMM","Zamora Airport","Zamora","Mexico","20.045","-102.276001","5141","-6","S","airport","OurAirports"
"MMZO","ZLO","Playa De Oro International Airport","Manzanillo","Mexico","19.1448001862","-104.558998108","30","-6","S","airport","OurAirports"
"MMZP","\N","Zapopan Airport","Zapopan","Mexico","20.747922","-103.461709","5333","-6","S","airport","OurAirports"
"MNBL","BEF","Bluefields Airport","Bluefields","Nicaragua","11.991000175476074","-83.77410125732422","20","-6","U","airport","OurAirports"
"MNBR","\N","Los Brasiles Airport","Los Brasiles","Nicaragua","12.1899995803833","-86.35389709472656","262","-6","U","airport","OurAirports"
"MNLN","\N","Leon (Fanor Urroz) Airport","Leon","Nicaragua","12.429200172424316","-86.90280151367188","328","-6","U","airport","OurAirports"
"MNMG","MGA","Augusto C. Sandino (Managua) International Airport","Managua","Nicaragua","12.14150047302246","-86.16819763183594","194","-6","U","airport","OurAirports"
"MNPC","PUZ","Puerto Cabezas Airport","Puerto Cabezas","Nicaragua","14.047200202941896","-83.38670349121094","52","-6","U","airport","OurAirports"
"MPBO","BOC","Bocas Del Toro International Airport","Bocas Del Toro","Panama","9.340849876403809","-82.25080108642578","10","-5","U","airport","OurAirports"
"MPCH","CHX","Cap Manuel Niño International Airport","Changuinola","Panama","9.458962","-82.515062","19","-5","U","airport","OurAirports"
"MPDA","DAV","Enrique Malek International Airport","David","Panama","8.390999794006348","-82.43499755859375","89","-5","U","airport","OurAirports"
"MPHO","BLB","Panama Pacific International Airport","Howard","Panama","8.91479","-79.599602","52","-5","U","airport","OurAirports"
"MPMG","PAC","Marcos A. Gelabert International Airport","Panama","Panama","8.973340034484863","-79.55560302734375","31","-5","U","airport","OurAirports"
"MPSA","SYP","Ruben Cantu Airport","Santiago","Panama","8.085599899291992","-80.94529724121094","272","-5","U","airport","OurAirports"
"MPTO","PTY","Tocumen International Airport","Panama City","Panama","9.0713596344","-79.3834991455","135","-5","U","airport","OurAirports"
"MRBA","BAI","Buenos Aires Airport","Buenos Aires","Costa Rica","9.163949","-83.330171","1214","-6","U","airport","OurAirports"
"MRCC","OTR","Coto 47 Airport","Coto 47","Costa Rica","8.60155963897705","-82.96859741210938","26","-6","U","airport","OurAirports"
"MRCH","JAP","Chacarita Airport","Chacarita","Costa Rica","9.98141002655","-84.7726974487","7","-6","U","airport","OurAirports"
"MREC","\N","El Carmen de Siquirres Airport","El Carmen","Costa Rica","10.20199966430664","-83.47219848632812","56","-6","U","airport","OurAirports"
"MRFI","\N","Finca 10 / Nuevo Palmar Sur Airport","Finca 10","Costa Rica","8.916350364685059","-83.5073013305664","25","-6","U","airport","OurAirports"
"MRGF","GLF","Golfito Airport","Golfito","Costa Rica","8.654009819030762","-83.18219757080078","49","-6","U","airport","OurAirports"
"MRGP","GPL","Guapiles Airport","Guapiles","Costa Rica","10.2172002792","-83.79699707030001","883","-6","U","airport","OurAirports"
"MRLB","LIR","Daniel Oduber Quiros International Airport","Liberia","Costa Rica","10.5933","-85.544403","270","-6","U","airport","OurAirports"
"MRLC","LSL","Los Chiles Airport","Los Chiles","Costa Rica","11.035300254821776","-84.70610046386719","131","-6","U","airport","OurAirports"
"MRLM","LIO","Limon International Airport","Limon","Costa Rica","9.95796012878418","-83.02200317382812","7","-6","U","airport","OurAirports"
"MRNS","NOB","Nosara Airport","Nosara Beach","Costa Rica","9.97649002075","-85.65299987790002","33","-6","U","airport","OurAirports"
"MROC","SJO","Juan Santamaria International Airport","San Jose","Costa Rica","9.993860244750977","-84.20880126953125","3021","-6","U","airport","OurAirports"
"MRPD","\N","Pandora Airport","Pandora","Costa Rica","9.732170104980469","-82.98320007324219","98","-6","U","airport","OurAirports"
"MRPM","PMZ","Palmar Sur Airport","Palmar Sur","Costa Rica","8.951029777526855","-83.46859741210938","49","-6","U","airport","OurAirports"
"MRQP","XQP","Quepos Managua Airport","Quepos","Costa Rica","9.443160057067873","-84.12979888916016","85","-6","U","airport","OurAirports"
"MRSG","\N","Santa Clara De Guapiles Airport","Santa Clara","Costa Rica","10.288299560546877","-83.7135009765625","262","-6","U","airport","OurAirports"
"MRSV","TOO","San Vito De Java Airport","San Vito De Jaba","Costa Rica","8.826109886169434","-82.95890045166016","3228","-6","U","airport","OurAirports"
"MSLP","SAL","Monseñor Óscar Arnulfo Romero International Airport","San Salvador","El Salvador","13.4409","-89.055702","101","-6","U","airport","OurAirports"
"MSSS","\N","Ilopango International Airport","San Salvador","El Salvador","13.69950008392334","-89.11990356445312","2021","-6","U","airport","OurAirports"
"MTCA","CYA","Les Cayes Airport","Cayes","Haiti","18.27109909057617","-73.78829956054688","203","-5","U","airport","OurAirports"
"MTCH","CAP","Cap Haitien International Airport","Cap Haitien","Haiti","19.733","-72.194702","10","-5","U","airport","OurAirports"
"MTJA","JAK","Jacmel Airport","Jacmel","Haiti","18.241100311279297","-72.51850128173828","167","-5","U","airport","OurAirports"
"MTPP","PAP","Toussaint Louverture International Airport","Port-au-prince","Haiti","18.57999992370605","-72.2925033569336","122","-5","U","airport","OurAirports"
"MUBA","BCA","Gustavo Rizo Airport","Baracoa Playa","Cuba","20.36529922485352","-74.5062026977539","26","-5","U","airport","OurAirports"
"MUBY","BYM","Carlos Manuel de Cespedes Airport","Bayamo","Cuba","20.39640045166016","-76.62139892578125","203","-5","U","airport","OurAirports"
"MUCA","AVI","Maximo Gomez Airport","Ciego De Avila","Cuba","22.027099609375","-78.78959655761719","335","-5","U","airport","OurAirports"
"MUCC","CCC","Jardines Del Rey Airport","Cunagua","Cuba","22.4610004425","-78.32839965820001","13","-5","U","airport","OurAirports"
"MUCF","CFG","Jaime Gonzalez Airport","Cienfuegos","Cuba","22.149999618530277","-80.41419982910156","102","-5","U","airport","OurAirports"
"MUCL","CYO","Vilo Acuña International Airport","Cayo Largo del Sur","Cuba","21.6165008545","-81.5459976196","10","-5","U","airport","OurAirports"
"MUCM","CMW","Ignacio Agramonte International Airport","Camaguey","Cuba","21.420299530029297","-77.84750366210938","413","-5","U","airport","OurAirports"
"MUCU","SCU","Antonio Maceo International Airport","Santiago De Cuba","Cuba","19.96980094909668","-75.83540344238281","249","-5","U","airport","OurAirports"
"MUFL","\N","Florida Airport","Florida","Cuba","21.49970054626465","-78.20279693603516","197","-5","U","airport","OurAirports"
"MUGM","NBW","Leeward Point Field","Guantanamo","Cuba","19.906499862671","-75.207099914551","56","-5","U","airport","OurAirports"
"MUGT","GAO","Mariana Grajales Airport","Guantanamo","Cuba","20.08530044555664","-75.1583023071289","56","-5","U","airport","OurAirports"
"MUHA","HAV","José Martí International Airport","Havana","Cuba","22.989200592041016","-82.40910339355469","210","-5","U","airport","OurAirports"
"MUHG","HOG","Frank Pais International Airport","Holguin","Cuba","20.785600662231445","-76.31510162353516","361","-5","U","airport","OurAirports"
"MULM","LCL","La Coloma Airport","La Coloma","Cuba","22.33609962463379","-83.64189910888672","131","-5","U","airport","OurAirports"
"MUMO","MOA","Orestes Acosta Airport","Moa","Cuba","20.65390014648437","-74.92220306396484","16","-5","U","airport","OurAirports"
"MUMZ","MZO","Sierra Maestra Airport","Manzanillo","Cuba","20.28809928894043","-77.08920288085938","112","-5","U","airport","OurAirports"
"MUNG","GER","Rafael Cabrera Airport","Nueva Gerona","Cuba","21.834699630737305","-82.78379821777344","79","-5","U","airport","OurAirports"
"MUPB","UPB","Playa Baracoa Airport","Baracoa Playa","Cuba","23.0328006744","-82.5793991089","102","-5","U","airport","OurAirports"
"MUPR","QPD","Pinar Del Rio Airport","Pinar Del Rio Norte","Cuba","22.42140007019043","-83.67839813232422","131","-5","U","airport","OurAirports"
"MUSA","\N","San Antonio De Los Banos Airport","San Antonio De Banos","Cuba","22.87150001525879","-82.5093002319336","164","-5","U","airport","OurAirports"
"MUSC","SNU","Abel Santamaria Airport","Santa Clara","Cuba","22.49220085144043","-79.943603515625","338","-5","U","airport","OurAirports"
"MUSL","\N","Joaquín de Agüero Airport","Santa Lucia","Cuba","21.5094559067","-77.02059745790001","13","-5","U","airport","OurAirports"
"MUSN","SZJ","Siguanea Airport","Siguanea","Cuba","21.64249992370605","-82.9551010131836","39","-5","U","airport","OurAirports"
"MUSS","USS","Sancti Spiritus Airport","Sancti Spiritus","Cuba","21.9704","-79.442703","295","-5","U","airport","OurAirports"
"MUVR","VRA","Juan Gualberto Gomez International Airport","Varadero","Cuba","23.034400939941406","-81.435302734375","210","-5","U","airport","OurAirports"
"MUVT","VTU","Hermanos Ameijeiras Airport","Las Tunas","Cuba","20.98760032653809","-76.93579864501953","328","-5","U","airport","OurAirports"
"MWCB","CYB","Gerrard Smith International Airport","Cayman Brac","Cayman Islands","19.687000274658203","-79.88279724121094","8","-5","N","airport","OurAirports"
"MWCR","GCM","Owen Roberts International Airport","Georgetown","Cayman Islands","19.2928009033","-81.3576965332","8","-5","N","airport","OurAirports"
"MYAB","MAY","Clarence A. Bain Airport","Clarence Bain","Bahamas","24.28770065307617","-77.68460083007812","19","-5","U","airport","OurAirports"
"MYAF","ASD","Andros Town Airport","Andros Town","Bahamas","24.697900772094727","-77.79560089111328","5","-5","U","airport","OurAirports"
"MYAM","MHH","Leonard M Thompson International Airport","Marsh Harbor","Bahamas","26.5114","-77.083503","6","-5","U","airport","OurAirports"
"MYAN","SAQ","San Andros Airport","San Andros","Bahamas","25.053800582885746","-78.04900360107422","5","-5","U","airport","OurAirports"
"MYAP","AXP","Spring Point Airport","Spring Point","Bahamas","22.441799163800003","-73.97090148930002","11","-5","U","airport","OurAirports"
"MYAS","\N","Sandy Point Airport","Sandy Point","Bahamas","26.004600524902344","-77.39550018310547","8","-5","U","airport","OurAirports"
"MYAT","TCB","Treasure Cay Airport","Treasure Cay","Bahamas","26.745300293","-77.3912963867","8","-5","U","airport","OurAirports"
"MYBC","CCZ","Chub Cay Airport","Chub Cay","Bahamas","25.41710090637207","-77.88089752197266","5","-5","U","airport","OurAirports"
"MYBG","GHC","Great Harbour Cay Airport","Bullocks Harbour","Bahamas","25.7383","-77.840103","18","-5","U","airport","OurAirports"
"MYBS","BIM","South Bimini Airport","Alice Town","Bahamas","25.6998996735","-79.2647018433","10","-5","U","airport","OurAirports"
"MYEF","GGT","Exuma International Airport","Great Exuma","Bahamas","23.5625991821","-75.8779983521","9","-5","U","airport","OurAirports"
"MYEG","\N","George Town Airport","George Town","Bahamas","23.4666996002","-75.78170013430001","5","-5","U","airport","OurAirports"
"MYEH","ELH","North Eleuthera Airport","North Eleuthera","Bahamas","25.474899292","-76.6835021973","13","-5","U","airport","OurAirports"
"MYEM","GHB","Governor's Harbour Airport","Governor's Harbor","Bahamas","25.2847003937","-76.3310012817","26","-5","U","airport","OurAirports"
"MYEN","NMC","Normans Cay Airport","Norman's Cay","Bahamas","24.59429931640625","-76.82019805908203","8","-5","U","airport","OurAirports"
"MYER","RSD","Rock Sound Airport","Rock Sound","Bahamas","24.8950787333","-76.1768817902","10","-5","U","airport","OurAirports"
"MYES","TYM","Staniel Cay Airport","Staniel Cay","Bahamas","24.169099807739254","-76.43910217285156","5","-5","U","airport","OurAirports"
"MYGF","FPO","Grand Bahama International Airport","Freeport","Bahamas","26.5587005615","-78.695602417","7","-5","U","airport","OurAirports"
"MYIG","IGA","Inagua Airport","Matthew Town","Bahamas","20.975000381469727","-73.66690063476562","8","-5","U","airport","OurAirports"
"MYLD","LGI","Deadman's Cay Airport","Dead Man's Cay","Bahamas","23.1790008545","-75.09359741210001","9","-5","U","airport","OurAirports"
"MYLS","SML","Stella Maris Airport","Stella Maris","Bahamas","23.582317","-75.268621","10","-5","U","airport","OurAirports"
"MYMM","MYG","Mayaguana Airport","Mayaguana","Bahamas","22.379499","-73.013494","11","-5","U","airport","OurAirports"
"MYNN","NAS","Lynden Pindling International Airport","Nassau","Bahamas","25.0389995575","-77.46620178219999","16","-5","U","airport","OurAirports"
"MYRD","DCT","Duncan Town Airport","Duncan Town","Bahamas","22.18180084228516","-75.72949981689453","6","-5","U","airport","OurAirports"
"MYRP","RCY","Rum Cay Airport","Port Nelson","Bahamas","23.68440055847168","-74.83619689941406","15","-5","U","airport","OurAirports"
"MYSM","ZSA","San Salvador Airport","Cockburn Town","Bahamas","24.06329917907715","-74.52400207519531","24","-5","U","airport","OurAirports"
"MZBZ","BZE","Philip S. W. Goldson International Airport","Belize City","Belize","17.539100646972656","-88.30819702148438","15","-6","U","airport","OurAirports"
"NCAI","AIT","Aitutaki Airport","Aitutaki","Cook Islands","-18.830900192260746","-159.76400756835938","14","-10","U","airport","OurAirports"
"NCRG","RAR","Rarotonga International Airport","Avarua","Cook Islands","-21.2026996613","-159.805999756","19","-10","U","airport","OurAirports"
"NFFN","NAN","Nadi International Airport","Nandi","Fiji","-17.755399703979492","177.4429931640625","59","12","U","airport","OurAirports"
"NFNA","SUV","Nausori International Airport","Nausori","Fiji","-18.04330062866211","178.5590057373047","17","12","U","airport","OurAirports"
"NFTF","TBU","Fua'amotu International Airport","Tongatapu","Tonga","-21.241199493408203","-175.14999389648438","126","13","U","airport","OurAirports"
"NFTV","VAV","Vava'u International Airport","Vava'u","Tonga","-18.58530044555664","-173.96200561523438","236","13","U","airport","OurAirports"
"NGTA","TRW","Bonriki International Airport","Tarawa","Kiribati","1.3816399574279783","173.14700317382812","9","12","U","airport","OurAirports"
"NGTE","TBF","Tabiteuea North Airport","Tabiteuea North","Kiribati","-1.2244700193405151","174.7760009765625","7","12","U","airport","OurAirports"
"NLWW","WLS","Hihifo Airport","Wallis","Wallis and Futuna","-13.2383003235","-176.199005127","79","12","U","airport","OurAirports"
"NSFA","APW","Faleolo International Airport","Faleolo","Samoa","-13.829999923706056","-172.00799560546875","58","13","U","airport","OurAirports"
"NSTU","PPG","Pago Pago International Airport","Pago Pago","American Samoa","-14.3310003281","-170.710006714","32","-11","U","airport","OurAirports"
"NTAR","RUR","Rurutu Airport","Rurutu","French Polynesia","-22.43409919738769","-151.36099243164062","18","-10","U","airport","OurAirports"
"NTAT","TUB","Tubuai Airport","Tubuai","French Polynesia","-23.36540031433105","-149.5240020751953","7","-10","U","airport","OurAirports"
"NTGA","AAA","Anaa Airport","Anaa","French Polynesia","-17.35260009765625","-145.50999450683594","10","-10","U","airport","OurAirports"
"NTGB","FGU","Fangatau Airport","Fangatau","French Polynesia","-15.819899559020996","-140.88699340820312","9","-10","U","airport","OurAirports"
"NTGC","TIH","Tikehau Airport","Tikehau","French Polynesia","-15.119600296020508","-148.2310028076172","6","-10","U","airport","OurAirports"
"NTGE","REA","Reao Airport","Reao","French Polynesia","-18.465900421142575","-136.44000244140625","12","-10","U","airport","OurAirports"
"NTGF","FAV","Fakarava Airport","Fakarava","French Polynesia","-16.054100036621094","-145.65699768066406","13","-10","U","airport","OurAirports"
"NTGI","XMH","Manihi Airport","Manihi","French Polynesia","-14.436800003051758","-146.07000732421875","14","-10","U","airport","OurAirports"
"NTGJ","GMR","Totegegie Airport","Totegegie","French Polynesia","-23.07990074157715","-134.88999938964844","7","-9","U","airport","OurAirports"
"NTGK","KKR","Kaukura Airport","Kaukura Atoll","French Polynesia","-15.663299560546877","-146.88499450683594","11","-10","U","airport","OurAirports"
"NTGM","MKP","Makemo Airport","Makemo","French Polynesia","-16.583900451660156","-143.6580047607422","3","-10","U","airport","OurAirports"
"NTGP","PKP","Puka Puka Airport","Puka Puka","French Polynesia","-14.809499740600586","-138.81300354003906","5","-10","U","airport","OurAirports"
"NTGT","TKP","Takapoto Airport","Takapoto","French Polynesia","-14.709500312805176","-145.24600219726562","12","-10","U","airport","OurAirports"
"NTGU","AXR","Arutua Airport","Arutua","French Polynesia","-15.248299598693848","-146.61700439453125","9","-10","U","airport","OurAirports"
"NTGV","MVT","Mataiva Airport","Mataiva","French Polynesia","-14.8681001663208","-148.7169952392578","11","-10","U","airport","OurAirports"
"NTKR","TKX","Takaroa Airport","Takaroa","French Polynesia","-14.45580005645752","-145.02499389648438","13","-10","U","airport","OurAirports"
"NTMD","NHV","Nuku Hiva Airport","Nuku Hiva","French Polynesia","-8.795599937438965","-140.22900390625","220","-9.5","U","airport","OurAirports"
"NTTB","BOB","Bora Bora Airport","Bora Bora","French Polynesia","-16.444400787353516","-151.75100708007812","10","-10","U","airport","OurAirports"
"NTTG","RGI","Rangiroa Airport","Rangiroa","French Polynesia","-14.954299926757812","-147.66099548339844","10","-10","U","airport","OurAirports"
"NTTH","HUH","Huahine-Fare Airport","Huahine Island","French Polynesia","-16.68720054626465","-151.02200317382812","7","-10","U","airport","OurAirports"
"NTTM","MOZ","Moorea Airport","Moorea","French Polynesia","-17.49","-149.761993","9","-10","U","airport","OurAirports"
"NTTO","HOI","Hao Airport","Hao Island","French Polynesia","-18.074800491333008","-140.9459991455078","10","-10","U","airport","OurAirports"
"NTTP","MAU","Maupiti Airport","Maupiti","French Polynesia","-16.42650032043457","-152.24400329589844","15","-10","U","airport","OurAirports"
"NTTR","RFP","Raiatea Airport","Raiatea Island","French Polynesia","-16.7229","-151.466003","3","-10","U","airport","OurAirports"
"NVVV","VLI","Bauerfield International Airport","Port-vila","Vanuatu","-17.699300765991","168.32000732422","70","11","U","airport","OurAirports"
